"id","entity-name","year","dfis-in","fdi-in","fdi-in-profits-out","fdi-out","illicit-financing-out","long-debt-capital-payments-out","long-debt-disbursement-in","long-debt-net-official-in","long-debt-interest-payments-out","net-portfolio-equity-in","oda-capital-payments-out","oda-in","oda-interest-payments-out","oofs-capital-payments-out","oofs-in","oofs-interest-payments-out","pda-in","remittances-in","remittances-out","short-debt-interest-out","short-debt-net-flow-in","ssc-in","trade-mispricing-out","ssc-out"
"CG","Congo",2012,,2757934448,0,0,,141252000,221120000,225784000,23053000,0,51820000,190430000,6310000,10700000,2180000,4310000,,0,,1902000,3.1e+07,,876473305.3,
"CG","Congo",2013,,2147416305,0,0,,144204000,214340795.1,640055937,17874000,0,27560000,175500000,2240000,10790000,60000,3790000,,0,,2094427.198,35820183.47,,,
"CK","Cook Islands",2000,,,,,,,,,,,120000,9530000,3e+05,430000,0,30000,,,,,,,,
"CK","Cook Islands",2001,,,,,,,,,,,280000,11690000,3e+05,470000,0,0,,,,,,,,
"CK","Cook Islands",2002,,,,,,,,,,,320000,8770000,3e+05,430000,0,0,,,,,,,,
"CK","Cook Islands",2003,,,,,,,,,,,350000,10580000,290000,0,0,0,,,,,,,,
"CK","Cook Islands",2004,,,,,,,,,,,510000,13700000,4e+05,4e+05,0,3e+05,,,,,,,,
"CK","Cook Islands",2005,,,,,,,,,,,590000,11770000,3e+05,4e+05,0,50000,,,,,,,,
"CK","Cook Islands",2006,,,,,,,,,,,610000,39590000,3e+05,19840000,10550000,8370000,,,,,,,,
"CK","Cook Islands",2007,,,,,,,,,,,710000,12600000,280000,370000,0,30000,,,,,,,,
"CK","Cook Islands",2008,,,,,,,,,,,740000,7550000,290000,190000,80000,20000,,,,,,,,
"CK","Cook Islands",2009,,,,,,,,,,,870000,10710000,260000,550000,10000,50000,,,,,,,,
"CK","Cook Islands",2010,,,,,,,,,,,9e+05,16300000,280000,360000,10400000,60000,,,,,,,,
"CK","Cook Islands",2011,,,,,,,,,,,970000,26720000,290000,360000,5460000,80000,,,,,,,,
"CK","Cook Islands",2012,,,,,,,,,,,970000,22180000,3e+05,180000,7270000,310000,,,,,,,,
"CK","Cook Islands",2013,,,,,,,,,,,1010000,16820000,290000,1170000,6090000,660000,,,,,,,,
"CR","Costa Rica",2000,,691082817.7,1929700045,1944000412,,661760076.4,861283203.1,272090118.2,348746405,0,84560000,120190000,22190000,206140000,132330000,111900000,,,240658729.1,94911214.78,302303154.6,,,
"CR","Costa Rica",2001,,765176045.5,940379819.6,956232551.8,,698271465.9,415515101.4,225151965,397350443.3,0,87240000,105310000,19090000,176890000,99080000,108210000,,,233810347.6,71468597.45,342517408.4,,,
"CR","Costa Rica",2002,,1098234569,579894092.6,636608351.8,85026397.9,662843948.4,25583877.27,128993199.4,398410591.9,0,75320000,87520000,16900000,158750000,123400000,90760000,,,245549143.8,68713364.12,568108649.7,,3841780658,
"CR","Costa Rica",2003,,979974624.5,1096601204,1142515068,0,908403664.3,963482237.7,485072419.3,403773777.8,0,66810000,106360000,14710000,158990000,167430000,73230000,,,327683087.3,105654885.5,217529776.3,,5861890248,
"CR","Costa Rica",2004,,1328709473,551656196.4,653047423.9,0,1159978510,1054109906,177822847.8,258176384.5,0,74010000,94110000,12430000,161730000,153160000,62360000,,,320741739.8,109800325.6,100427127.1,,7765610182,
"CR","Costa Rica",2005,,1421312368,1226170714,1155253822,0,940100273.7,1502691325,12151498.28,296597410.6,0,50900000,83320000,10720000,274600000,122750000,59600000,,,345041907.4,155371081.4,701542731.3,,8705685547,
"CR","Costa Rica",2006,,2338016627,1357261754,1513361460,0,792116288.1,582479404.2,96228747.35,279992756.9,0,47740000,85730000,9640000,124840000,46180000,47540000,,,392049109.2,187268719.9,411249557,,8558312953,
"CR","Costa Rica",2007,,2787321548,1662736432,2048478878,0,826612586.7,723451575.8,132194798.1,305416922.4,0,82660000,148960000,8720000,156540000,43500000,42350000,,,398987854,205331219.8,1294063857,,8142512389,
"CR","Costa Rica",2008,,2768709482,998389957.5,1006268814,63525098.32,1497497072,1060356398,236855109.7,469420807.5,0,57050000,118550000,7340000,326130000,228690000,39720000,,,357863402.5,146412983.3,1005761274,,9023615342,
"CR","Costa Rica",2009,,1803131809,1320177630,1330172844,0,1148838985,1219446924,361881708.4,490327924.2,0,35900000,150300000,6650000,90190000,117290000,33610000,,,319512339.3,82776549.63,-2337054883,,11695427927,
"CR","Costa Rica",2010,,1667467015,689497993.2,717684844.8,162843101.9,710677279.5,697479803,287247770.8,374754858.1,0,73530000,173040000,8150000,76180000,610500000,29810000,,,295103436.8,76205186.96,213364511.6,,16707148941,
"CR","Costa Rica",2011,,2277547438,528603867.9,589091856.1,226012677,1231073005,1683991914,65839184.98,434245229,0,35740000,74760000,7120000,135620000,310010000,40030000,,,304086639.5,81037200.3,396842397.6,,18433761480,
"CR","Costa Rica",2012,,2332284000,608780183.2,1037230183,0,1698076000,3486040000,190218000,580939000,0,31930000,64630000,6220000,112250000,211640000,36060000,,,346035432.8,78221000,28785000,,21553195298,
"CR","Costa Rica",2013,,2549592550,797387837.3,1060275771,,2229607000,5222386435,152988734.4,613084000,0,43720000,78400000,5860000,121270000,260160000,49480000,,,387055360.5,65860181.65,-401087025.7,,,
"HR","Croatia",2000,,2203571531,,9690639.9,,,0,0,,-357509.7221,21960000,129300000,4940000,159150000,287410000,72580000,,,92142450.4,,,,,
"HR","Croatia",2001,,2665013015,,380916577.2,,,0,0,,28490397.88,21880000,228840000,5140000,159270000,298670000,94130000,,,94365280.42,,,,,
"HR","Croatia",2002,,1977717849,,1055105904,1178924920,,0,0,,64092769.08,17230000,230490000,2190000,313410000,594050000,85490000,,,123185187.2,,,,658255178.9,
"HR","Croatia",2003,,3002431093,,179774467.3,2045585985,,0,0,,23731438.34,25510000,189590000,2490000,265730000,622570000,68110000,,,148657994.8,,,,894302841.6,
"HR","Croatia",2004,,1545159743,,453655640.7,1709893386,,0,0,,232750016.6,21960000,171980000,3860000,241140000,592080000,62570000,,,130872257.8,,,,396907221.1,
"HR","Croatia",2005,,2284869452,,298610330.8,1611830897,,0,0,,118938356.1,12150000,160520000,3460000,221170000,368430000,74170000,,,119985421.6,,,,155475959,
"HR","Croatia",2006,,3811442295,,298774722.4,1822265001,,0,0,,567008514.7,16720000,249050000,3530000,245500000,786480000,103820000,,,138854416,,,,0,
"HR","Croatia",2007,,5128611082,,304665292,1752661138,,0,0,,490611426.1,20260000,187790000,3160000,276570000,445470000,139910000,,,160607242.9,,,,0,
"HR","Croatia",2008,,5383439244,,1274216519,1978574421,,0,0,,-65992735.14,26860000,254090000,4850000,297350000,727940000,157380000,,,160904525.2,,,,0,
"HR","Croatia",2009,,3156937221,,1201095971,1460454920,,0,0,,18444095.49,23420000,186190000,2300000,325520000,885470000,128830000,,,157894698.4,,,,0,
"HR","Croatia",2010,,477733762.6,,-147744082.1,859688112.8,,0,0,,172734318.4,8980000,159760000,1840000,381110000,1467570000,101240000,,,141492849.3,,,,0,
"HR","Croatia",2011,,1412766235,,49013856.57,1403356636,,0,0,,14119099.95,0,0,0,0,0,0,,,148367242.4,,,,0,
"HR","Croatia",2012,,1355508135,,-36151137.68,441776254.7,,0,0,,-157846057.7,0,0,0,0,0,0,,,143920164.4,,,,234914252.3,
"HR","Croatia",2013,,553681866.5,,-178719298.3,,,0,0,,-93774815.72,0,0,0,0,0,0,,,151600577,,,,,
"CU","Cuba",2000,,,,,,,,,,,0,75860000,0,17400000,22170000,0,,0,,,,,,
"CU","Cuba",2001,,,,,,,,,,,0,91830000,0,123670000,58680000,6550000,,0,,,,,,
"CU","Cuba",2002,,,,,,,,,,,0,103530000,0,66480000,18120000,3010000,,0,,,,,,
"CU","Cuba",2003,,,,,,,,,,,3400000,107040000,0,3110000,8230000,2720000,,0,,,,,,
"CU","Cuba",2004,,,,,,,,,,,2940000,132770000,0,840000,5280000,2660000,,0,,,,,,
"CU","Cuba",2005,,,,,,,,,,,0,106260000,0,0,29060000,1590000,,0,,,,,,
"CU","Cuba",2006,,,,,,,,,,,2920000,112480000,0,3050000,990000,590000,,0,,,,,,
"CU","Cuba",2007,,,,,,,,,,,4860000,104680000,1840000,4410000,16920000,2540000,,0,,,,,,
"CU","Cuba",2008,,,,,,,,,,,1030000,127040000,630000,8230000,0,1440000,,0,,,,,,
"CU","Cuba",2009,,,,,,,,,,,2460000,118300000,2630000,1090000,0,1790000,,0,,,,,,
"CU","Cuba",2010,,,,,,,,,,,2470000,133100000,250000,0,0,1690000,,0,,,,,,
"CU","Cuba",2011,,,,,,,,,,,2490000,86350000,2530000,1720000,2500000,1880000,,0,,,,,,
"CU","Cuba",2012,,,,,,,,,,,5420000,93270000,820000,3150000,0,2270000,,0,,,,,,
"CU","Cuba",2013,,,,,,,,,,,3810000,104260000,270000,2770000,0,1320000,,0,,,,,,
"DJ","Djibouti",2000,,5022214.435,6346565.501,,,12838090.69,0,0,3330261.858,0,11120000,121930000,1590000,20000,0,0,,,2691700.576,2755604.465,59605421.05,,,
"DJ","Djibouti",2001,,5086471.428,6436115.588,,,10248023.19,0,755559.3457,1947364.266,0,11570000,109120000,1150000,0,0,570000,,,2665547.26,2548513.666,-1499125.686,,,
"DJ","Djibouti",2002,,5142584.551,6533611.52,,0,11452783.01,0,5088158.15,3484978.19,0,11240000,125390000,1760000,0,0,0,,,2529139.917,1251056.229,-11986167.46,,245473392.6,
"DJ","Djibouti",2003,,20870654.51,8759400.487,,0,15979585.34,0,6020701.66,4626171.388,0,5600000,110410000,2620000,0,1190000,0,,,7099985.358,183403.5596,-36680711.92,,294888755.2,
"DJ","Djibouti",2004,,54807421.83,8465146.321,,22286074.07,18920607.17,0,23284096.06,6178418.62,0,11050000,87970000,2620000,0,0,0,,,6640899.347,2290778.457,45502737.82,,303247615.3,
"DJ","Djibouti",2005,,30580098.17,8082879.471,,62554071.87,15211998.11,0,26104963.69,5058729.658,0,9230000,96630000,1810000,0,0,0,,,6432205.14,2882635.767,57845533.79,,318870230.3,
"DJ","Djibouti",2006,,144054732.9,7807175.185,,71529593.55,22443427.91,25457879.2,35550606.45,6563681.661,0,13880000,145480000,3990000,0,16050000,21290000,,,6287657.867,3533266.821,23945332.37,,402219148.6,
"DJ","Djibouti",2007,,247634262.8,5385214.252,,104159316.2,18127203.93,0,26272196.18,8258652.7,0,12700000,130060000,2530000,0,0,420000,,,5955832.98,4958994.53,62114195.29,,384121790.1,
"DJ","Djibouti",2008,,264633061.6,5833907.353,,0,20237980.63,0,12154524.74,8948680.451,0,15160000,154200000,3820000,710000,1920000,0,,,5918456.735,4418858.869,-1155861.593,,423274089.9,
"DJ","Djibouti",2009,,113455265.2,7445782.118,,39548508.81,25445082.68,0,8184647.926,9270874.424,0,16060000,186840000,2970000,350000,118340000,780000,,,6593554.045,1467897.94,-31886068.53,,344234449.4,
"DJ","Djibouti",2010,,29346216.73,7442836.407,,134975345.3,24350395.15,0,8543232.985,8939501.125,0,18050000,154260000,3610000,10120000,35360000,2950000,,,12723060.58,1774979.339,-3284971.016,,397321239.5,
"DJ","Djibouti",2011,,81302396.93,18786003.27,,40833017.42,25893173.3,0,12871832.59,9614694.681,0,18960000,155970000,3540000,11400000,16140000,3920000,,,13401816.26,1099685.916,-30228333.23,,457414287.6,
"DJ","Djibouti",2012,,1.1e+08,7247314.611,,0,30797000,0,9106000,9305000,0,20010000,166600000,3630000,24890000,270000,6200000,,,12407087.51,1343000,2.2e+07,,424122032.8,
"DJ","Djibouti",2013,,279031259.1,0,,,4075000,0,29211487.27,414000.0002,0,16770000,167440000,3540000,33380000,340000,11440000,,,,1286860.947,-5853802.639,,,
"DM","Dominica",2000,,24460153.49,39717697.35,43025650.4,,8217436.202,36686356.85,9351831.574,3701212.122,0,5380000,27170000,1610000,7e+05,5680000,1120000,,33504546.47,164729.8336,1271803.321,240416.5068,,,
"DM","Dominica",2001,,24424619.98,22311853.08,26475569.04,,8963322.575,13911379.68,4633676.211,10892828.1,0,5920000,36740000,1720000,630000,4960000,1730000,,39819568.73,160901.7337,1116272.212,3551237.153,,,
"DM","Dominica",2002,,24291932.27,21388799.2,22071863.76,0,7130567.879,20735465.99,6127646.104,7184569.545,0,6690000,50740000,3280000,4030000,37700000,3210000,,42005917.52,152974.2812,801807.3528,1760923.908,,14770440.23,
"DM","Dominica",2003,,38817465.86,19222354.79,19795292.83,0,8371421.39,1215186.731,4551314.021,9183166.126,0,5510000,20360000,2610000,1190000,5820000,1480000,,40946601.09,162925.0385,1703691.797,56506182.99,,21881206.22,
"DM","Dominica",2004,,31970809.77,25366978.91,26862829.24,0,8861670.961,12244032.56,0,9621974.618,0,13240000,49730000,2190000,7140000,6430000,1570000,,43558599.59,164031.7063,2392686.089,-3492972.393,,29623328.46,
"DM","Dominica",2005,,37907048.35,26696599.69,41966249.26,0,11311897.62,43543.50937,0,5493543.29,0,4840000,30080000,2030000,2380000,6010000,1930000,,35130468.64,8407.950908,1747624.633,-41189806.16,,48579887.97,
"DM","Dominica",2006,,33153156.08,8463199.81,11902285.11,0,12116148.98,42436.34155,0,6414769.143,0,5170000,27310000,2440000,2080000,1390000,1510000,,29979672.93,8521.251366,1232947.761,-24085491.15,,53590651.72,
"DM","Dominica",2007,,53855065.21,14602247.78,22950977.46,0,11808536.57,336070.0966,1095534.275,5547966.544,0,6480000,26840000,2300000,2240000,920000,1360000,,28714703.84,8875.281133,1762401.041,42711249.73,,85401289.22,
"DM","Dominica",2008,,62890669.28,13844711.67,14136288.04,0,14304691.89,2053490.439,2883566.074,4799964.714,0,5500000,26880000,1990000,3220000,1070000,1170000,,28811843.26,8917.52362,1909580.058,18819049.85,,167675708.1,
"DM","Dominica",2009,,44175607.31,13707962.4,14335808.21,0,15155238.41,293598.7391,348233.8356,4666782.755,0,6930000,43380000,2080000,2570000,120000,960000,,29067279.7,8300.000614,577958.357,-47222174.82,,135535268.8,
"DM","Dominica",2010,,26216083.48,8215925.378,8767741.113,7660608.901,10369366.95,39010.32813,21565772.16,4518872.064,0,6060000,38770000,6e+05,5340000,3450000,8e+05,,25158396.2,8451.847268,177127.9764,-21086663.86,,123861288.6,
"DM","Dominica",2011,,14529622.1,5093363.508,5119855.989,16810591.6,9645269.136,2875493.945,9835967.647,4296891.272,0,8670000,31970000,2060000,2190000,5410000,690000,,23029154.66,8214.561595,34742.99721,4163028.548,,173359080.7,
"DM","Dominica",2012,,23187888.52,5110659.259,5146149.63,0,7840000,0,13784000,7842000,0,6790000,32450000,2140000,1980000,5540000,8e+05,,23190322.88,1616552.222,69000,0,,171098238.9,
"DM","Dominica",2013,,17702859.2,5303311.983,5330647.86,,3094999.999,0,8974961.288,1147000,0,7310000,26480000,2070000,1810000,5280000,870000,,23877853.12,1678772.123,178572.9539,-73007.727,,,
"DO","Dominican Republic",2000,,1334890372,1496503819,1581954286,,356283357.9,229725873.7,20653018.22,285885386.1,0,112880000,200430000,43710000,136010000,168990000,132850000,,4036257693,27035967.16,67254903.44,358796460.7,,,
"DO","Dominican Republic",2001,,1483464939,1498861850,1460369571,,508415864.4,892295018.7,36747185.3,256784319.1,0,91980000,248550000,35410000,225110000,328130000,108350000,,4261941325,29831516.23,66333340,159266349.3,,,
"DO","Dominican Republic",2002,,1254389710,1578112011,1598716008,190605389.9,509295158.7,994299501.6,0,280181394,0,86940000,301990000,28590000,211360000,490490000,118750000,,4690694232,30785087.78,71218190.09,951861473.1,,678346926.8,
"DO","Dominican Republic",2003,,1046482447,2373790934,2303797817,2677214340,983729560.6,2833818130,229000276.4,403747330.3,0,105130000,1.97e+08,31950000,293580000,409900000,116380000,,4845587375,39093716.2,35133963.49,-1647851423,,542612819.4,
"DO","Dominican Republic",2004,,1521589261,2764852087,2748231478,1642450810,764617101,784149746.9,251524988.8,458581913.4,0,86520000,187610000,33490000,174370000,526440000,128780000,,4874118103,40004821.95,51238202.61,-163148123.1,,0,
"DO","Dominican Republic",2005,,1326150617,2084786258,2109304044,538996175.8,524452209.1,346593426.8,185930917.4,241219039.3,0,82750000,175750000,19370000,163950000,400440000,122770000,,5048176387,29176022.31,54712869.1,-26218221.75,,0,
"DO","Dominican Republic",2006,,1338817249,2384467342,2308855541,202192758,1110569472,1196636733,508566535.3,307041189.6,0,180390000,249310000,25060000,206900000,374350000,147710000,,5314332413,32834721.38,105082539.1,619442943.1,,894003870.4,
"DO","Dominican Republic",2007,,1941255727,2554810823,2535240823,0,1058726885,922693725.8,303589398.6,372666443.6,0,129210000,256650000,24980000,366470000,274040000,146780000,,5239738720,32831600.99,158330628.7,1217919270,,405508553.3,
"DO","Dominican Republic",2008,,3170494634,1843195225,1822092725,35582450.23,875543807.3,317510124.1,865394619.7,475855086.5,0,86190000,236590000,19060000,372470000,280400000,125200000,,4713539905,38112217.72,50076093.9,-569288813.4,,1178816047,
"DO","Dominican Republic",2009,,2421834420,1697878837,1661654531,241355808.5,964297784.4,99796936.03,638232398.8,465691331.5,0,92290000,208990000,20600000,246800000,908040000,105890000,,4415704010,30085594.3,18848267.47,-582835963.6,,1359231983,
"DO","Dominican Republic",2010,,2068950595,1852837068,1827997587,1208303447,836528055.2,1020442264,558075616.3,466539212.6,0,76560000,251470000,16030000,202780000,1302750000,133180000,,4122237219,566580205.7,23619826.26,343247152,,1177676552,
"DO","Dominican Republic",2011,,2408117163,2062936061,2036735103,0,812746797.6,1109228515,657998274.5,596067232.4,0,90630000,303600000,16900000,214790000,664550000,155990000,,3883894777,598589123.3,33855894.75,415754432.8,,1101324450,
"DO","Dominican Republic",2012,,3142400000,1972300000,1945664003,106465442.3,1055697000,1382268000,1081362000,543042000,0,85030000,346450000,18060000,320310000,261370000,142540000,,3602503620,565200000,29537000,2.7e+07,,1626114211,
"DO","Dominican Republic",2013,,2014752550,2702531679,2681232857,,1788391000,2067086373,939437397.9,754576000,0,6.5e+07,208600000,11580000,413910000,798200000,174320000,,4276742251,558523213.7,25002972.86,-245960.7483,,,
"CD","DRC",2000,,57380873.03,0,-1434741.004,,0,0,0,0,0,14060000,308420000,630000,5520000,0,6780000,,0,2502188.311,19724500.49,16244456.48,,,
"CD","DRC",2001,,146256569.1,0,1639286.217,,0,0,0,0,0,8060000,416540000,260000,1370000,0,16090000,,0,10434056.77,31869545.48,3060000.938,,,
"CD","DRC",2002,,247926632.7,0,29062413.22,414725287.8,436518025.8,0,9314057.881,287663596.7,0,557890000,2357030000,173490000,139020000,10640000,109180000,,0,11688712,24055896.61,-137346760.3,,597450900.9,
"CD","DRC",2003,,707013367.5,0,42341797.52,0,100447993.8,52774635.44,0,153620178.3,0,237150000,7295780000,268170000,2882140000,4614900000,1506530000,,0,9035205.519,8946660.505,-498869837.5,,908996922.2,
"CD","DRC",2004,,683124395.1,0,12635175.22,0,98156599.3,0,53665041.27,113017120.6,0,99960000,2368790000,38370000,285040000,145810000,141850000,,0,46595700.75,3657511.995,153648905.7,,899367463.1,
"CD","DRC",2005,,408901501.5,0,20622125.34,0,172042315.9,0,39237735.26,148195352.1,0,85400000,2327100000,34460000,187940000,101020000,160590000,,0,49540579.51,4816019.185,-124234889.8,,826446226.1,
"CD","DRC",2006,,345839412.4,0,24787263.56,23549372.75,191545250.7,0,49786099.29,181057408,0,70900000,2547490000,33130000,9.31e+08,20960000,165210000,,0,42534704.23,6076386.318,140432039.3,,595076905.6,
"CD","DRC",2007,,2263204696,0,17903220.83,212196635.4,194251549.5,723511.4162,23581947.26,333449888.6,0,137160000,1550200000,28970000,178540000,0,109070000,,0,33046196.17,8061269.066,47566494.49,,0,
"CD","DRC",2008,,1972914543,0,61760281.39,0,194191472.1,0,10309623.28,314318247.5,0,197240000,1957650000,28890000,227180000,76280000,35250000,,0,42729413,6666473.926,29704939.52,,0,
"CD","DRC",2009,,821705819.9,0,43078782.55,0,279477793.6,0,18538842.74,298969392.8,0,218070000,2671260000,26240000,193130000,10490000,111400000,,0,38250375.69,2535170.531,-113884613.7,,385750976.9,
"CD","DRC",2010,,3441039591,153714527.2,162143655.8,0,104304613.8,22938937.13,0,145801682.6,0,2513510000,6069380000,16890000,180650000,20190000,220930000,,0,66964744.5,2495958.659,117071231.7,,402328353,
"CD","DRC",2011,,1812493500,0,97641596.16,0,142830160.9,0,75563663.11,129101884.5,0,1929470000,7309980000,94240000,2270970000,284330000,777740000,,0,42548309.09,2621663.489,-39754733.24,,0,
"CD","DRC",2012,,3312142743,0,420534933.8,148309948.1,108495000,16609000,125637000,167593000,0,17580000,2876950000,9400000,657710000,44390000,223050000,,0,55306222.08,2806000,-1.9e+07,,0,
